customer_id,name,email,region,signup_date,is_premium,dob
297,Heather Simon,alejandrowelch@shelton-mccarthy.com,  south,2022-11-09,No,1969-05-07
298,Robin Rodriguez,emorgan@hotmail.com,East,2022-08-31,No,1962-12-20
299,Natasha Smith,bdawson@gmail.com,East,2023-09-29,No,1990-11-04
300,Michele Craig,egraham@shaw.org,  south,2023-04-06,Yes,1991-07-13
301,Gail Charles,weverett@yahoo.com,  south,2024-05-12,Yes,1983-08-04
302,Andrew Fitzpatrick,mary29@gmail.com,NORTH ,2022-08-31,Yes,1964-04-24
303,Jeffrey Everett,ronald04@hotmail.com,Central,2023-03-06,No,1981-07-22
304,Christopher Mcdonald,michelle07@mcneil-lyons.com,NORTH ,2023-08-16,Yes,1961-03-22
305,Jamie Thornton,peter62@gmail.com,EAST,2024-01-14,No,1962-08-30
306,Sarah Gutierrez,davisjoshua@hotmail.com,  south,2022-08-31,Yes,1999-02-16
307,Michelle Castillo,gonzalezryan@yahoo.com,West,2024-03-31,No,2005-09-14
308,Ashley Washington,tonya91@hotmail.com,South,2023-10-07,No,1964-06-30
309,Eric Edwards,vegarebecca@mcfarland-martin.com,South,2024-04-03,No,1984-12-04
310,Cory Swanson,garrettdenise@yahoo.com,Central,2024-04-15,Yes,1992-08-22
311,Roberto Gonzales,duplicate@example.com,North,2023-04-19,No,1977-07-09
312,Dustin Mills,michael89@yahoo.com,NORTH ,2023-10-03,Yes,1990-04-01
313,Michael Smith,hobbsbenjamin@thomas-wilson.biz,NORTH ,2022-11-16,Yes,1996-04-29
314,Wesley Williams,scottrichardson@smith.com,South,2023-03-05,No,1977-01-20
315,John Charles,rachaelhammond@hotmail.com,West,2024-04-22,No,1971-01-08
316,David Harris,davislaura@cannon-price.org,East,2022-10-17,Yes,1973-05-07
317,Aaron Ramirez,joshuabenton@martin.org,Central,2023-04-25,No,1976-08-09
318,Crystal Hancock,hsmith@sanchez-mullins.com,North,2022-12-29,No,1987-03-01
319,Edward Rose,zhodges@murphy.com,EAST,2023-07-16,Yes,1999-02-08
320,Mindy Owens,hernandezkimberly@kelley.com,north,2023-05-24,No,1984-10-01
321,Timothy Moore,hollycole@gonzalez-wilson.org,NORTH ,2024-02-21,No,1995-10-20
322,Brandi Davidson,dustinsutton@yahoo.com,Central,2024-04-11,Yes,2001-07-09
323,Max Chase,jhodges@yahoo.com,  south,2024-04-10,Yes,1972-05-20
324,Michael Murphy,jasongeorge@hotmail.com,north,2022-08-02,No,2006-07-30
325,Mary Dickson,badams@gmail.com,Central,2023-07-30,Yes,1972-07-14
326,Christy Stewart,armstrongvictor@yahoo.com,NORTH ,2023-08-27,No,1963-11-09
327,Danielle Williams,duplicate@example.com,North,2023-08-23,No,1965-06-13
328,Douglas Rodriguez,igreen@yahoo.com,Central,2023-11-10,Yes,1978-08-25
329,Madison Smith,ehardy@yahoo.com,north,2023-01-23,Yes,2004-04-30
330,Cory Martin,lopezlauren@gmail.com,Central,2023-11-05,Yes,2007-05-18
331,Madison Gilbert,jeffreycole@becker-thomas.biz,North,2023-03-15,No,1986-07-29
332,Michele Olsen,philipthompson@zhang.org,North,2023-11-05,No,1973-02-01
333,Larry Spencer,stephanie77@hotmail.com,South,2023-07-21,No,1997-09-12
334,Justin Tran,rfleming@wilson.org,NORTH ,2023-11-15,Yes,1980-01-08
335,Shannon Martin,hmcgee@todd-miller.info,EAST,2022-10-05,No,1983-12-25
336,Gerald Anthony II,robertsonsandra@yahoo.com,Central,2023-04-25,Yes,2000-10-07
337,Michael Davis,emily15@brown.com,  south,2022-12-06,No,2004-08-14
338,Stephen Hernandez,patrick00@hotmail.com,north,2023-10-15,Yes,1997-08-18
339,Chelsea Johnson,peter02@medina.com,South,2024-05-13,Yes,1984-11-20
340,Peter Smith,judyhart@hotmail.com,West,2022-08-11,No,1964-03-22
341,Julie Hernandez,scottsheri@rivera.com,EAST,2022-12-31,No,1997-01-03
342,Denise Wolfe,robert02@hotmail.com,NORTH ,2023-12-28,Yes,1969-03-03
343,Paul Heath,michael32@yahoo.com,South,2023-02-04,No,1981-12-05
344,Justin Fleming,linkelly@gmail.com,Central,2023-08-18,No,1981-08-28
345,Gerald Hammond,timothy01@lee-scott.com,north,2024-04-19,Yes,1960-04-04
346,Christopher Neal,allenpatrick@aguilar-fitzgerald.com,  south,2024-01-08,Yes,1979-01-20
347,James Fischer,david19@hotmail.com,EAST,2023-09-01,No,1965-02-12
348,Ricardo Ramos,ycox@yahoo.com,West,2022-10-09,Yes,2001-02-04
349,Anthony Mercer DDS,zhale@knight-dean.com,  south,2024-05-12,No,1964-11-01
350,Victoria Dudley,shawstephanie@hotmail.com,South,2023-01-31,Yes,1979-11-11
351,Dennis Burgess,duplicate@example.com,North,2023-01-27,No,2004-01-09
352,Stacy Weber,hmendoza@smith.com,South,2024-04-08,Yes,1968-09-07
353,Jordan Crawford,gbarrett@saunders.net,EAST,2022-09-27,Yes,2006-02-06
354,Charles Medina DDS,stephanie15@yahoo.com,north,2023-05-31,No,1999-11-06
355,Jeanne Hampton,lynchpamela@yahoo.com,East,2022-08-12,No,1981-08-22
356,Crystal Lee,dylan41@hotmail.com,  south,2024-01-02,No,1961-02-18
357,Susan Mendoza,sharonjenkins@yahoo.com,Central,2024-02-12,Yes,1983-04-27
358,Mary Mueller,bkaufman@yahoo.com,West,2023-12-28,No,1986-08-25
359,Lauren Roman,jennifergrant@fox.net,West,2023-11-09,No,2004-03-07
360,Jacqueline Thomas,melissa57@cortez-williams.biz,north,2023-04-08,No,1961-07-08
361,Carmen Miles,heather01@gmail.com,Central,2023-09-04,Yes,1985-03-31
362,Tiffany Torres,torresmichael@matthews.com,  south,2022-08-08,Yes,1976-03-26
363,Stephanie Jones,seancampos@yahoo.com,North,2024-02-09,Yes,1980-03-04
364,Michelle Mejia,rebecca16@hotmail.com,West,2022-11-16,Yes,1975-09-06
365,Mary Harper,wsmith@yahoo.com,West,2022-10-25,Yes,1961-08-26
366,John Brown,edward41@davis-burgess.com,EAST,2024-07-20,Yes,1965-12-03
367,Victoria Meyers,eberry@gmail.com,West,2023-12-15,No,1967-06-06
368,Carly Zuniga,andre21@adams.com,North,2023-03-21,No,1977-10-08
369,William Brown,pkeller@gmail.com,East,2023-02-04,Yes,1973-02-23
370,Laura Cardenas,kirbybenjamin@yahoo.com,East,2023-12-29,Yes,1981-08-24
371,Jodi Newton,rebeccaschultz@hotmail.com,North,2023-04-28,Yes,2002-04-19
372,Ms. Patricia Oconnor,duplicate@example.com,West,2023-07-11,No,2000-03-09
373,Kimberly Reeves,duplicate@example.com,Central,2022-09-15,Yes,2005-02-20
374,James Morales,igonzalez@gmail.com,NORTH ,2023-05-23,Yes,1992-12-29
375,Jennifer Martin,fhumphrey@hotmail.com,  south,2022-08-31,No,1974-06-05
376,Sherry Miller,oliverlindsey@yahoo.com,EAST,2024-02-06,Yes,1992-07-20
377,Mia Sanders,kyle99@yahoo.com,West,2022-12-25,Yes,1976-05-26
378,Michaela Boone,popecarol@yahoo.com,EAST,2023-04-02,No,1973-05-19
379,Nicholas Miller,zlee@gmail.com,North,2023-05-08,Yes,1987-09-29
380,Andrew Ellis,sanchezholly@gmail.com,NORTH ,2023-08-07,No,1994-01-04
381,Brenda Scott,robertmanning@rogers.com,  south,2023-06-10,No,2001-04-06
382,Mark Fox,bkennedy@moore.com,South,2023-09-12,No,1993-07-17
383,Martha Blackburn,cassandra98@yahoo.com,South,2023-07-14,Yes,1968-12-24
384,Rebecca Butler,qkelley@conway.biz,EAST,2023-01-31,No,1987-05-16
385,Hannah Hess,carolynmyers@gmail.com,EAST,2022-10-18,No,1968-11-19
386,Andrea Michael,toddgardner@bryant.com,NORTH ,2023-07-11,Yes,1981-05-23
387,Benjamin Dixon,tina77@brooks.info,South,2023-02-24,Yes,1993-05-15
388,Dana Smith,amyhinton@parsons.net,West,2024-07-03,No,1995-12-22
389,Linda Burton,hroberts@hotmail.com,  south,2023-08-28,No,1987-12-19
390,Kelly Burke,judith90@gmail.com,South,2023-01-15,No,1990-03-27
391,Barbara Howe,heather99@ray-chang.com,Central,2024-02-27,No,1974-12-29
392,Charles Hunt,taylordiane@thompson.biz,  south,2023-06-20,Yes,1966-05-20
393,Monique Norris,kimberlyibarra@glenn.com,South,2022-11-12,Yes,2001-09-13
394,Robert Smith,ramirezmichael@yahoo.com,north,2023-01-21,Yes,1980-02-23
395,Edward Simmons,qlove@gmail.com,EAST,2023-07-22,No,1971-08-05
396,Anthony Dunn,robertsmith@cox.biz,NORTH ,2024-02-27,No,1972-04-24
397,Jack Rivera,frederick67@olson-wang.com,NORTH ,2024-01-08,Yes,1959-09-10
398,Jacob Martinez,osmith@hotmail.com,Central,2023-10-02,No,1991-11-17
399,Kyle Reynolds,lwilliams@callahan.com,EAST,2024-01-15,Yes,1998-05-29
400,Carolyn Webster,ksmith@young.com,  south,2024-07-19,Yes,1962-06-07
401,Daniel Mcknight,wgarcia@kennedy.net,north,2024-03-07,No,1977-05-09
402,Jennifer Bentley,andreagreen@davis-carlson.com,Central,2023-06-12,Yes,1997-12-29
403,Stephanie Gill,cole51@gmail.com,EAST,2023-10-22,Yes,1963-04-19
404,Tamara Glenn,lhamilton@king.info,Central,2023-02-23,Yes,1963-08-07
405,Rebecca Reynolds,johnsonjennifer@spencer.info,Central,2023-09-24,No,1986-11-12
406,Nina Green,rhonda07@porter.com,East,2022-11-13,Yes,1980-11-13
407,John Sanders,vanessapoole@thompson.info,NORTH ,2023-04-17,Yes,1998-11-29
408,Eileen Villa,adunn@nguyen.info,North,2023-10-16,Yes,1965-05-10
409,Cody Stevens,christopherrice@yahoo.com,West,2023-10-20,No,1985-08-24
410,Jessica Johnson,vanessanorman@cabrera.com,north,2024-03-08,Yes,1993-11-11
411,Louis Garcia,glennsandra@yahoo.com,north,2023-10-21,Yes,2006-11-11
412,Carol Wilkins,barryshaffer@yahoo.com,East,2023-08-12,Yes,1988-10-20
413,Ruben Rosario II,collinscindy@simpson.com,North,2023-07-25,Yes,2003-05-14
414,Jacqueline Waters,dorothywashington@yahoo.com,NORTH ,2023-08-14,No,2004-04-19
415,Trevor Richmond,jeremiahbrown@hotmail.com,NORTH ,2024-05-04,No,1975-09-13
416,Troy Ortiz,patrick56@barber.biz,EAST,2023-01-28,Yes,1979-05-24
417,Joseph Johnson,bfry@gmail.com,South,2024-06-11,No,1999-03-28
418,Amy Hall,robbinsjill@chen.com,  south,2023-12-10,No,1988-05-27
419,Madeline Hughes,duplicate@example.com,NORTH ,2022-07-29,Yes,2002-01-24
420,Natalie Peterson,duplicate@example.com,Central,2023-05-02,Yes,1968-11-23
421,Lindsay Jones,michellesalazar@johnson.com,Central,2022-09-26,No,1961-04-16
422,George Lee,woodsmary@hotmail.com,North,2023-09-08,No,1996-06-14
423,Lisa Johnson,dlee@thomas-buchanan.net,East,2023-12-11,Yes,1995-10-23
424,Tracy Goodwin,moonchristopher@espinoza.com,West,2023-07-11,No,1996-11-04
425,Edgar Carter,ulawrence@gmail.com,North,2023-01-20,No,1967-06-30
426,George Rich,duplicate@example.com,South,2023-09-01,No,1966-12-08
427,Pamela Chavez,melanie30@grimes.biz,NORTH ,2023-12-14,No,1989-08-30
428,Blake Lewis,danielvasquez@gmail.com,NORTH ,2022-10-15,Yes,1981-02-26
429,Jose Soto,millerlaura@hotmail.com,East,2022-11-29,No,1987-09-20
430,Gregory Phillips,jennifer12@hotmail.com,north,2023-10-07,Yes,2005-06-01
431,Manuel Clark,alvarezchristina@coleman.com,South,2024-04-02,Yes,1971-07-09
432,Thomas Gonzalez,smithryan@love.com,NORTH ,2023-09-12,Yes,1963-09-10
433,Vicki Coleman,reesenathaniel@yahoo.com,Central,2022-08-17,No,1974-07-16
434,Andrea Richardson,jamiedelgado@wagner.org,East,2023-06-07,Yes,1972-12-23
435,Jessica Faulkner,karen94@gmail.com,South,2024-03-01,Yes,1996-09-12
436,Geoffrey Morris,grantmills@gmail.com,north,2022-11-07,No,1985-12-29
437,Dr. Marcus Park,jamesnelson@yahoo.com,East,2023-05-07,Yes,1971-10-19
438,Carol Evans,wfox@myers.info,Central,2022-09-20,Yes,1969-02-28
439,Mrs. Sharon Mayer,jamespoole@yahoo.com,East,2023-03-06,Yes,1963-09-04
440,Gabriel Black,crawforderica@fuller-bruce.net,  south,2024-01-09,No,1984-11-07
441,Vanessa Berg,joshua41@yahoo.com,  south,2024-02-26,No,1992-07-29
442,Crystal Jones,wesleygardner@smith-johnson.net,north,2024-05-20,Yes,1982-10-02
443,Sandra Petty,flawson@williams-wolfe.com,  south,2023-01-06,No,1991-01-13
444,Breanna Jackson,bruce38@stewart.info,Central,2022-09-24,Yes,1988-09-22
445,Marc Jacobs,david28@hotmail.com,South,2024-02-17,No,1962-01-06
446,Kenneth Robbins,smithbrian@martinez-ford.com,North,2023-08-17,Yes,1969-08-20
447,Christian Jackson,melissa79@hotmail.com,Central,2023-07-27,Yes,1993-04-29
448,Loretta Allison,brett21@yahoo.com,South,2023-07-04,No,2006-05-06
449,Jennifer Kelley,zcraig@diaz.com,EAST,2024-02-23,Yes,2001-06-26
450,Kenneth Ross,gloverjeffery@hotmail.com,West,2024-02-16,No,1962-10-10
451,David Brewer,jcurtis@hotmail.com,EAST,2023-08-22,Yes,2001-03-24
452,Ms. Tara Manning,josephgibson@hotmail.com,  south,2022-10-31,Yes,1997-09-09
453,Jeffrey Jones,linda48@hill-archer.net,north,2023-07-20,Yes,1989-08-01
454,Adam Acosta,xhudson@thomas-graham.com,East,2023-05-22,Yes,1989-07-24
455,Jamie Juarez,allenwilliams@hotmail.com,  south,2022-11-14,No,1979-04-18
456,Amy Mcdonald,ryan18@gmail.com,East,2023-06-01,No,2006-06-09
457,Cory Brown,obaker@yahoo.com,Central,2024-04-28,No,1968-10-29
458,Kevin Moore,waltoneric@gmail.com,north,2023-06-05,Yes,1999-12-18
459,Lisa Burton,jeffreybarajas@edwards-holland.com,north,2024-05-19,Yes,1989-04-06
460,Renee Ward,michaelparker@beck-martinez.info,EAST,2023-11-26,No,1969-10-16
461,Elizabeth Ayala,ryan00@gmail.com,East,2023-06-01,No,1959-09-27
462,Karen Tucker,zimmermankevin@williams.net,East,2024-06-03,No,1983-03-18
463,Tom Pearson,zdavis@yahoo.com,NORTH ,2022-08-09,Yes,1969-03-28
464,Karen Johnson,zmccormick@yahoo.com,South,2023-08-20,No,1991-08-14
465,Sarah Stone,jorgeking@mitchell-snyder.com,north,2023-03-27,Yes,1977-10-05
466,Michelle Jacobs,sarahdavis@gmail.com,EAST,2024-01-21,Yes,1970-11-29
467,David Moore,robertthomas@mitchell.net,NORTH ,2023-11-27,No,2005-09-24
468,Karen Ward,duplicate@example.com,Central,2022-11-28,Yes,1976-06-19
469,Chris Anderson,qclark@stanley-flores.com,north,2024-04-13,No,2002-02-26
470,Sean Henderson,jessicapotts@yahoo.com,East,2024-04-28,Yes,2004-04-21
471,Aaron Anderson,curtiswatson@hotmail.com,South,2024-05-27,Yes,2001-12-04
472,Amanda Hendricks,francisadams@reyes.biz,East,2024-01-12,No,1987-07-03
473,Beth Mclaughlin,hernandezheidi@gmail.com,East,2024-04-06,Yes,1982-01-07
474,Robert Pugh,alexisespinoza@yahoo.com,North,2024-01-12,No,1989-08-15
475,James Callahan,arnoldvincent@gmail.com,West,2023-04-23,No,1977-02-24
476,Tammy Burton,manuel67@gmail.com,  south,2022-07-23,Yes,1979-04-28
477,Richard Johnson,rhonda42@hotmail.com,Central,2023-09-17,No,1961-11-04
478,Dakota Santos,lwilson@gmail.com,West,2022-09-02,No,1972-03-13
479,Beverly Kelley,nkim@yahoo.com,  south,2022-11-19,No,2003-08-14
480,Dustin Peterson,walshmichael@yahoo.com,NORTH ,2022-08-18,No,1971-07-25
481,Jill Aguilar,qhardy@yahoo.com,West,2023-02-26,Yes,2001-05-28
482,Jacqueline Chang,soliver@gmail.com,North,2024-03-27,No,1968-05-20
483,Stacy Torres,brandon40@hotmail.com,EAST,2024-03-17,Yes,1961-12-08
484,Jason Anderson,davisvanessa@gmail.com,EAST,2022-12-28,Yes,1975-02-12
485,Brian Luna,montoyadavid@yahoo.com,East,2024-04-30,No,2003-02-19
486,Elizabeth Smith,wendyvillarreal@lara.com,EAST,2024-01-14,Yes,1986-06-25
487,Lisa Phelps,christopher75@gmail.com,South,2023-05-01,Yes,1976-09-19
488,Jenna Mccormick,rebecca60@sharp.com,north,2023-09-04,Yes,1996-01-14
489,Kathryn Brock,shubbard@yahoo.com,NORTH ,2022-12-15,No,2004-09-22
490,Scott Wise,fjones@arias.com,South,2022-11-16,No,1996-10-03
491,Christopher Evans,salazartanner@gmail.com,north,2022-12-25,Yes,1986-12-01
492,Tammy Watkins,sarasalazar@jordan-johnson.net,north,2023-04-17,Yes,1973-05-04
493,Alison Harris,phillipsjames@pittman-adams.net,Central,2024-06-29,No,2001-04-11
494,Jason Short,joegood@gmail.com,East,2023-02-08,No,1967-03-01
495,Monica Jackson,kara10@ward.com,North,2023-05-18,Yes,1985-03-01
496,James Green,duplicate@example.com,West,2023-01-02,Yes,2003-03-16
497,Laura Powers,dthomas@yahoo.com,EAST,2023-11-12,No,1963-02-03
498,Brianna Fields,ryanjacob@yahoo.com,Central,2023-11-17,Yes,2001-06-26
499,Shannon Mcdonald,nramos@pollard.org,North,2022-12-02,Yes,2006-01-31
500,Danny Johnson,albertvazquez@hotmail.com,  south,2023-11-03,Yes,2006-01-03
